Symbol	GSM8422086	GSM8422087	GSM8422088	GSM8422089	GSM8422091	GSM8422092	GSM8422093	GSM8422094	GSM8422095	GSM8422096	GSM8422097
PIP4K2A	727	601	554	547	570	487	513	556	575	536	627
LOC105376451	0	0	0	0	0	0	0	0	0	0	0
ARMC3	9	10	7	5	7	9	4	10	4	6	6
LOC107984215	0	0	0	1	0	0	1	0	0	0	0
MSRB2	364	337	291	259	291	496	568	469	361	297	285
PTF1A	1	0	0	0	0	0	0	0	0	0	1
C10orf67	0	0	0	0	0	0	0	0	0	0	0
C10orf67-AS1	0	0	0	0	0	0	0	0	0	0	0
OTUD1	114	116	109	95	118	173	158	178	134	139	148
LOC105376454	0	0	0	0	0	0	0	0	0	0	0
KIAA1217	180	175	157	207	211	300	309	335	238	255	280
MIR603	0	0	0	0	0	0	0	0	0	0	0
LOC105376455	0	0	0	0	0	0	0	0	0	0	1
ARHGAP21	1559	1304	1305	1371	1545	1509	1661	1725	1672	1472	1570
LOC105376456	0	0	0	0	0	0	0	0	0	0	0
PRTFDC1	337	312	257	238	257	182	204	198	263	265	244
THNSL1	424	364	346	288	346	364	414	360	332	332	319
ENKUR	21	6	13	6	7	8	8	18	4	15	13
LINC01516	0	0	0	0	0	0	0	0	0	0	0
GPR158-AS1	0	0	0	0	0	0	0	0	0	0	0
GPR158	0	0	1	1	0	0	0	0	0	0	0
LINC00836	0	0	0	0	0	0	0	0	0	0	0
LOC105376460	0	0	0	0	0	0	0	0	0	0	0
LOC101929073	0	0	0	0	0	0	0	0	0	0	0
MYO3A	0	0	0	0	0	0	0	0	0	0	0
GAD2	0	0	0	0	0	0	0	0	0	0	0
LOC107984176	0	0	0	0	0	0	0	0	0	0	0
APBB1IP	0	0	0	0	0	0	0	0	0	0	1
LINC03028	0	0	0	0	0	0	0	0	0	0	0
FAM238A	0	0	0	0	0	0	0	0	0	0	0
LOC102724202	0	0	0	0	0	0	0	0	0	0	0
LOC105376461	0	0	0	0	0	0	0	0	0	0	0
FAM238B	0	0	0	0	0	0	0	0	0	0	0
SELENOOLP	0	0	0	0	0	0	0	0	0	0	0
PDSS1	437	352	311	400	393	263	298	324	408	340	360
ABI1	1219	1110	1004	1156	1256	1179	1369	1381	1372	1190	1333
FAM238C	19	10	10	33	27	76	88	66	37	28	29
ANKRD26	701	581	549	699	758	789	835	901	817	683	787
YME1L1	5345	4696	4552	5400	5956	4514	5316	5367	6056	5422	5754
MASTL	1162	971	964	1141	1260	727	775	842	1236	1056	1162
ACBD5	982	797	729	892	1013	890	1136	1086	1201	1056	1128
LRRC37A6P	99	90	82	88	115	89	112	108	91	84	107
ODAD2P1	2	0	2	3	1	5	3	3	3	1	1
LOC102724245	0	0	0	0	0	2	0	2	0	0	4
LINC02673	0	0	0	0	0	0	0	0	0	0	0
PTCHD3	0	0	0	0	0	0	0	0	0	0	0
RAB18	1277	1127	1044	1269	1315	1170	1288	1533	1405	1316	1361
LINC02680	9	7	7	27	23	29	27	33	18	15	28
MKX	0	1	0	1	0	0	1	0	3	2	0
MKX-AS1	0	0	0	0	0	0	0	0	0	0	0
ODAD2	13	6	10	5	12	14	5	10	7	7	10
LOC112268060	2	0	0	0	2	0	1	0	2	0	0
MPP7	44	28	23	19	20	25	23	30	24	33	25
SNORD130	0	0	0	0	0	0	0	0	0	0	0
MIR8086	0	0	0	0	0	0	0	0	0	0	0
MPP7-DT	0	0	0	0	0	0	0	0	0	0	0
LOC105376467	0	0	0	0	0	0	0	0	0	0	0
LINC02652	0	0	0	0	1	0	0	0	0	0	0
LOC107984216	0	0	0	0	0	0	0	0	0	0	0
WAC-AS1	645	666	573	625	692	730	889	842	747	686	688
WAC	4738	3975	3904	4349	4780	4168	4734	4495	4948	4451	4706
BAMBI	19	16	18	85	88	129	133	130	112	95	103
LOC105376470	0	0	0	0	0	0	0	0	0	0	0
LOC107984170	0	0	0	0	0	0	0	0	0	0	0
LINC01517	0	0	0	0	0	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0	0	0	0	0	0
C10orf126	0	0	0	0	0	0	0	0	0	0	0
LOC107984174	0	0	0	0	0	0	0	0	0	0	0
LOC107984171	0	0	0	0	0	0	0	0	0	0	0
LOC105376471	0	0	0	0	1	0	0	0	0	0	0
LOC105376472	0	0	0	0	0	0	0	0	0	0	0
LYZL1	0	0	0	0	0	0	0	0	0	0	0
LOC107984217	0	0	0	1	0	0	0	0	0	0	0
LOC105376473	0	0	0	1	0	0	0	0	0	0	0
LOC105376474	0	0	0	0	0	0	1	0	0	2	0
SVIL-AS1	510	439	379	539	533	611	692	689	609	572	583
SVIL	1181	1055	1106	1136	1322	1427	1471	1346	1309	1204	1233
MIR604	1	0	0	1	0	0	0	0	0	1	0
MIR938	0	1	0	0	0	0	0	0	0	0	0
LOC105376475	0	0	0	0	0	0	0	0	0	0	0
LOC105376476	0	0	0	0	0	0	0	0	0	0	0
LOC102724333	0	0	0	0	0	0	0	0	0	0	0
LOC107984172	0	0	0	0	0	0	0	0	0	0	0
LOC107984173	0	0	0	0	0	0	0	0	0	0	0
LOC107984218	0	0	0	0	0	0	0	0	0	0	0
JCAD	282	261	222	135	132	212	195	211	167	158	156
LOC101929256	0	0	0	0	0	0	1	0	2	0	0
LOC105376477	0	0	0	0	0	0	0	0	0	0	0
LOC101929279	0	0	1	0	0	0	0	0	0	0	0
MTPAP	867	899	767	703	791	556	684	743	775	666	685
GOLGA2P6	0	0	0	0	0	0	0	0	0	0	0
MIR7162	0	0	0	0	0	0	0	0	0	0	0
MAP3K8	67	59	35	36	53	83	101	86	73	56	60
LOC105376478	0	0	0	0	0	0	0	0	0	0	0
LOC105376479	0	0	0	0	0	0	0	0	0	0	0
LYZL2	0	0	0	0	0	0	1	1	0	0	0
SVIL2P	0	0	1	0	0	0	0	0	1	0	0
LINC02644	0	0	0	0	0	0	0	0	0	0	0
ZNF438	141	110	117	75	62	88	75	90	76	102	90
LOC105376481	2	0	2	0	0	0	0	0	1	4	0
LOC105376482	4	1	3	3	1	5	1	1	1	2	1
LOC105376483	21	13	22	11	6	10	14	18	9	18	4
LINC02664	0	0	0	0	0	0	0	0	0	0	0
ZEB1-AS1	284	275	275	255	266	198	243	205	262	223	261
ZEB1	1181	1053	1002	917	940	765	879	869	1056	807	915
LOC100505502	1	1	1	0	5	0	1	2	2	0	5
LOC105376484	0	0	0	0	0	0	0	0	0	0	0
MACORIS	0	0	0	0	0	0	0	0	0	0	0
ARHGAP12	2267	1957	1748	1808	1886	2001	2197	2435	2019	1834	2025
LOC107984219	257	281	258	299	309	242	278	286	306	331	303
LOC105376485	2	3	4	5	1	3	1	2	3	5	6
KIF5B	5423	5156	4615	5380	5597	4136	4830	5357	6482	5803	5869
EPC1	462	411	389	469	500	512	594	666	568	526	609
EPC1-AS1	0	1	0	1	0	0	4	1	0	0	2
LOC101929431	1	5	0	2	5	1	0	2	7	0	5
CCDC7	91	64	56	109	97	90	121	113	103	93	99
LOC105376486	50	38	55	108	136	73	114	91	138	102	114
ITGB1	15904	14235	12799	16330	16887	14526	16675	17100	17624	15465	16413
SNORA86	728	705	547	696	702	470	565	809	799	740	714
ITGB1-DT	96	94	64	57	48	35	52	50	47	47	56
IATPR	0	1	1	0	0	1	0	1	0	0	1
NRP1	12	11	6	34	31	44	40	40	38	29	33
LOC105376489	0	0	0	0	0	0	0	0	0	0	0
LINC02628	0	0	0	0	0	0	0	0	0	0	0
LINC00838	0	0	0	0	0	0	0	0	0	0	0
PARD3	1444	1212	1238	995	1187	1162	1380	1239	1202	1205	1258
PARD3-DT	7	4	2	12	3	15	20	8	4	5	5
LINC02635	0	0	0	0	0	0	1	0	0	0	0
CUL2	1295	1265	1080	1311	1401	1178	1381	1445	1501	1405	1548
MIR3611	0	0	0	0	0	0	0	1	0	0	0
CREM	461	391	317	364	382	369	417	336	378	395	384
LINC02634	0	0	0	0	0	0	0	0	0	0	0
CCNY	1457	1262	1325	1349	1305	1241	1376	1341	1369	1303	1506
LOC107984220	21	14	13	17	32	26	23	27	30	28	20
LOC107984221	3	0	0	3	1	0	0	1	2	0	0
GJD4	0	1	3	0	0	0	2	1	0	3	5
FZD8	214	192	170	222	213	111	102	89	151	179	161
MIR4683	15	9	14	12	14	13	8	6	9	14	11
LOC105376494	3	3	5	3	0	1	5	3	1	3	0
LOC107984188	0	0	0	0	0	0	0	0	0	0	0
PCAT5	0	0	0	0	0	0	0	0	0	0	0
LINC02630	0	0	0	0	0	0	0	0	0	0	0
LOC107984222	0	0	0	0	0	0	0	0	0	0	0
LOC105376496	0	0	0	0	0	0	0	0	0	0	0
ANKRD30A	0	0	0	0	0	0	0	0	0	0	0
LOC101929498	0	0	0	0	0	0	0	0	0	0	0
LINC00993	0	0	0	0	0	0	0	0	0	0	0
LOC107984175	0	0	0	0	0	0	0	0	0	0	0
LOC107984223	0	0	0	0	0	0	0	0	0	0	0
LOC105376497	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L7	0	0	0	0	0	0	0	0	0	0	0
LOC102724533	0	0	0	0	0	0	0	0	1	0	0
LOC105376498	0	0	0	0	0	0	0	0	0	0	0
ZNF248	344	287	291	352	406	453	446	511	448	426	455
ZNF33BP1	0	0	1	1	1	0	1	2	2	0	1
LOC107984224	18	16	14	19	24	34	35	31	21	22	18
ZNF25	280	232	221	205	206	209	237	301	245	197	228
ZNF25-DT	0	0	0	0	0	0	0	0	0	0	0
ZNF33A	514	465	435	581	610	662	717	790	719	631	613
ZNF37A	1098	1045	905	1212	1277	1171	1435	1474	1441	1324	1352
LOC105376500	0	0	0	0	0	1	0	0	0	0	1
CCNYL4	0	1	1	0	1	2	0	4	1	3	1
HSD17B7P2	24	21	36	16	17	32	37	34	16	22	25
SEPTIN7P9	6	3	4	7	9	8	11	6	6	2	4
LOC101929540	69	59	50	41	44	50	77	53	50	43	49
LINC00999	134	100	88	64	61	96	108	122	83	77	99
LOC107984177	0	0	0	0	0	0	0	0	0	0	0
ACTR3BP5	0	0	0	0	0	0	0	0	0	0	0
LOC105378267	0	0	0	0	0	0	0	0	0	0	0
LOC101929373	0	0	0	0	0	0	0	0	0	0	0
LOC441666	319	268	248	253	269	199	255	265	351	247	272
CCNYL2	0	0	0	0	0	0	0	0	0	0	0
LINC00839	0	0	0	0	0	0	0	0	0	0	0
ZNF37BP	1010	851	798	1172	1263	1156	1261	1382	1401	1242	1351
ZNF33B	450	392	374	410	457	522	586	618	502	487	477
LOC105378268	16	25	17	18	17	32	40	37	27	25	20
LINC01518	0	0	0	0	0	0	0	0	0	0	0
LINC02632	0	0	0	0	0	0	0	0	0	0	0
LOC283028	8	6	13	3	4	7	4	2	8	9	7
LOC105378269	0	1	0	0	0	0	3	0	1	0	0
BMS1	3683	3165	3135	3277	3365	2466	2890	2785	3408	3043	3321
LINC02623	0	0	0	0	0	0	0	0	0	0	0
LINC01264	0	0	0	0	0	0	0	0	0	0	0
MIR5100	0	0	0	0	0	0	0	0	0	0	0
RET	166	163	140	181	196	235	242	219	159	199	203
CSGALNACT2	720	593	623	721	730	673	747	794	846	735	738
RASGEF1A	232	257	196	92	131	91	138	130	88	97	77
LOC107984225	2	3	1	2	6	5	5	5	0	2	0
LOC105378271	0	0	0	0	0	0	0	0	0	0	0
LINC02633	0	0	0	0	0	0	0	0	0	0	0
LOC107984226	0	0	0	0	0	0	0	0	0	0	0
FXYD4	0	0	0	0	0	0	0	0	0	0	0
HNRNPF	6934	6354	5915	6644	7237	5997	6670	6105	6758	6434	6763
SNORD3J	0	0	0	0	0	0	1	0	0	1	0
ZNF487	63	72	43	56	60	61	75	93	76	79	59
LOC105379857	9	7	15	10	12	18	22	15	18	9	8
ZNF239	168	119	123	115	143	78	90	97	111	115	144
ZNF485	127	147	154	126	155	119	110	117	130	121	121
ZNF32-AS3	4	0	0	0	0	1	0	1	0	0	0
ZNF32	318	230	255	262	294	338	360	354	290	279	286
ZNF32-AS1	58	39	47	66	60	66	72	69	55	53	49
ZNF32-AS2	81	77	81	102	92	85	114	123	103	108	99
LOC105378274	2	7	1	2	1	2	1	3	1	3	3
LINC02658	0	0	0	0	0	0	0	0	0	0	0
LOC105378275	0	0	0	0	0	0	0	0	0	0	0
HNRNPA3P1	4	4	3	5	3	2	2	5	2	2	6
LOC107984189	0	0	0	0	0	0	0	0	0	0	0
LINC00619	0	0	0	0	0	0	0	0	0	0	0
LINC00840	0	0	0	0	0	0	0	0	0	0	0
LINC02659	0	0	0	0	0	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0	0	0	0	0	0
CXCL12	0	0	0	0	0	0	0	0	0	0	0
LINC02881	0	0	0	0	0	0	0	0	0	0	0
LOC107984179	0	0	0	0	0	0	0	0	0	0	0
TMEM72-AS1	0	2	0	1	2	7	1	0	2	0	1
TMEM72	2	1	0	0	0	1	3	5	1	0	1
RASSF4	277	232	224	257	316	531	637	493	337	350	344
LOC105378281	36	30	37	35	47	86	92	77	38	44	37
DEPP1	220	198	201	160	172	281	290	277	183	177	129
ZNF22-AS1	47	48	48	47	56	83	90	81	61	49	52
ZNF22	563	551	463	501	460	361	417	413	473	400	487
RSU1P2	0	0	0	0	0	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0	0	0	0	0	0
LOC105378283	0	0	0	0	0	0	0	0	0	0	0
OR13A1	0	0	0	0	0	0	0	1	1	0	0
ALOX5	1	0	0	0	0	0	1	1	0	0	0
LOC102724323	0	0	0	0	0	0	0	1	0	0	0
MARCHF8	599	567	495	564	636	824	927	834	648	597	664
LOC105378286	17	14	17	10	24	26	24	29	16	19	15
ZFAND4	52	60	43	60	77	57	75	70	86	67	82
AGAP10P	25	19	24	24	20	16	32	24	26	25	29
WASHC2C	2371	2017	1953	2009	2293	2517	2604	2491	2461	2218	2265
FAM25EP	1	0	0	1	0	0	0	0	0	0	0
AGAP4	252	205	220	205	237	241	274	232	275	250	235
PARGP1-AGAP4	273	230	241	257	277	260	287	267	303	237	272
PARGP1	83	64	68	84	84	64	72	75	95	58	73
TIMM23	1980	1741	1680	1942	1980	1559	1890	1766	2005	1719	1972
SNORA74C-1	0	0	0	0	2	0	0	0	1	0	0
NCOA4	3073	2716	2458	2761	2788	3414	4097	3964	3347	2939	3210
LOC105378287	0	0	0	0	0	1	0	0	0	0	0
MSMB	0	0	0	0	0	0	0	0	0	0	0
AGAP7P	79	71	61	100	74	74	92	71	85	60	84
ANTXRLP1	0	0	0	0	0	0	0	0	0	0	0
LOC105378577	3	0	0	7	3	5	3	5	4	4	1
ANTXRL	0	0	0	0	0	0	1	0	0	0	0
LOC107984026	157	157	118	164	173	177	178	170	179	186	163
FAM25BP	0	0	0	0	0	0	1	0	0	0	0
ANXA8L1	2	1	0	0	1	2	11	8	3	1	1
LINC00842	0	0	0	3	7	11	6	10	2	1	2
HNRNPA1P33	0	0	0	0	0	1	1	4	0	1	1
LOC107987152	1	0	0	2	1	5	4	7	2	1	1
NPY4R	0	2	0	4	3	25	21	24	3	4	11
GPRIN2	0	0	0	0	0	2	1	0	0	1	0
SYT15	15	17	12	6	16	22	54	39	25	19	20
SYT15-AS1	7	7	3	4	4	18	15	15	11	9	3
LOC105378289	0	0	0	0	1	0	1	0	0	1	1
SHLD2P1	22	18	18	20	19	10	16	11	20	17	18
LINC02637	0	2	1	2	0	1	5	0	1	1	1
LOC101927584	0	0	0	0	0	0	0	0	0	0	0
FAM245B	0	0	0	0	0	0	0	0	0	0	0
GLUD1P2	7	4	7	4	3	8	4	10	11	4	7
BMS1P1	126	122	107	118	119	90	97	114	136	107	138
FRMPD2B	0	0	0	0	0	0	0	0	0	0	0
PTPN20	194	162	135	129	138	111	141	159	127	135	147
LOC105378291	0	0	0	0	0	0	0	0	0	0	0
LOC101929216	0	0	0	0	0	0	0	0	0	0	0
GDF10	0	0	0	0	0	0	0	0	0	0	0
GDF2	1	0	0	0	0	0	0	0	0	0	0
RBP3	3	5	5	0	2	0	6	1	2	3	2
ZNF488	198	165	148	102	83	174	202	184	114	84	88
LOC107001062	2	3	10	2	0	2	8	6	0	2	1
LINC03029	0	0	0	0	0	1	1	0	0	1	0
ANXA8	5	4	7	6	3	18	17	10	5	2	4
FAM25G	0	0	0	0	0	0	2	1	0	1	0
BMS1P2-AGAP9	165	181	168	167	160	164	167	173	193	164	188
AGAP9	144	163	142	132	149	155	154	156	161	137	163
LOC107987147	142	127	115	122	134	124	151	167	139	124	149
BMS1P2	81	74	80	73	66	65	61	72	83	76	72
CTSLP2	1	0	0	0	0	0	0	0	0	1	2
LINC02675	0	0	0	0	0	0	0	1	0	0	0
SHLD2P3	435	378	363	295	326	248	304	316	299	310	329
LOC102724603	4	3	3	1	0	0	0	3	2	1	0
LOC102724593	2	5	3	3	4	6	13	6	8	9	5
SYT15B	36	40	39	31	31	99	75	79	46	37	55
NPY4R2	0	0	0	1	2	22	19	25	3	3	3
FAM25C	0	0	0	0	0	0	1	1	1	0	1
AGAP12P	132	130	93	95	92	114	132	119	102	99	95
FRMPD2	0	0	0	0	0	0	0	1	0	0	0
MAPK8	689	602	586	674	667	638	719	768	757	728	740
ARHGAP22	70	68	79	66	59	74	60	53	50	74	63
ARHGAP22-IT1	0	0	0	0	1	0	0	0	0	0	0
WDFY4	0	0	0	0	0	0	0	0	0	0	0
LOC105378299	0	0	0	0	0	0	0	0	0	0	0
LRRC18	0	0	0	0	0	0	0	0	0	0	0
LOC105378298	0	0	0	0	0	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0	0	0	0	0	0
VSTM4	0	0	0	0	0	0	0	0	0	0	0
FAM170B-AS1	0	0	0	0	0	0	0	0	0	0	0
FAM170B	0	0	0	0	0	0	0	0	0	0	0
TMEM273	0	0	0	0	0	0	0	0	0	0	0
C10orf71-AS1	0	0	0	0	0	0	0	1	0	0	0
C10orf71	0	0	0	0	0	0	0	0	1	0	1
DRGX	17	25	13	7	12	6	13	13	18	26	20
ERCC6	2814	2449	2357	2066	2212	1424	1698	1765	2237	2072	2051
PGBD3	485	429	375	315	323	206	235	259	313	303	285
CHAT	0	0	0	0	0	0	0	0	0	0	0
SLC18A3	0	0	0	0	0	0	0	0	0	0	0
C10orf53	0	0	0	0	0	0	0	0	0	0	0
OGDHL	806	728	675	556	556	684	726	663	561	568	534
PARG	1081	940	882	1115	1172	849	955	922	1086	1010	1153
TIMM23B	176	161	182	188	198	166	187	180	200	181	181
TIMM23B-AGAP6	379	336	317	387	420	365	388	392	382	353	370
SNORA74C-2	1	0	0	0	0	0	0	0	0	0	0
AGAP6	287	242	234	297	342	291	301	282	284	268	291
FAM21EP	30	27	20	40	36	44	41	40	23	22	31
WASHC2A	2739	2436	2268	2400	2555	2656	2930	2789	2622	2626	2592
ASAH2	48	42	33	42	78	35	44	32	55	59	60
SGMS1	236	213	209	209	259	299	323	302	287	252	278
SGMS1-AS1	20	24	9	21	17	43	60	37	15	40	23
LOC105378302	7	1	3	6	5	5	4	4	6	4	3
ASAH2B	121	117	71	105	119	58	74	81	121	125	122
A1CF	2	0	1	2	0	0	0	0	0	0	3
PRKG1	3	3	4	3	2	1	1	0	1	0	1
LOC102724719	0	0	0	0	0	0	0	0	0	0	0
MIR605	0	0	0	0	0	0	0	0	0	0	0
CSTF2T	866	668	649	926	928	780	835	798	924	964	917
PRKG1-AS1	3	9	7	6	4	5	3	4	4	2	5
DKK1	639	583	529	326	381	272	342	300	345	338	317
LNCAROD	215	167	170	89	85	120	152	137	110	82	92
LOC105378305	0	0	0	0	0	0	0	0	0	0	0
MBL2	0	1	0	0	0	0	0	2	0	0	0
LOC105378307	0	1	0	3	0	0	0	0	0	0	1
LOC105378306	0	0	0	0	0	0	0	0	0	0	0
LOC105378308	0	0	0	0	0	0	0	0	0	0	0
LINC02672	1	0	0	0	1	0	0	0	0	0	0
LOC105378310	0	0	0	0	0	0	0	0	0	0	0
PCDH15	6	2	2	2	0	2	0	2	0	0	0
LOC105378311	0	0	0	0	0	0	0	0	0	0	0
MIR548F1	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L5	0	0	0	0	0	0	0	0	0	0	0
ZWINT	1626	1434	1353	2405	2482	1568	1683	1621	2395	2274	2371
MIR3924	0	0	0	0	0	0	0	0	0	0	0
LOC105378313	0	0	0	0	5	1	1	1	0	0	1
LOC105378314	0	0	0	0	0	0	0	0	0	0	0
IPMK	304	313	295	330	361	286	327	366	402	340	386
CISD1	509	429	411	575	552	441	547	516	533	494	516
LOC112268068	0	0	0	0	0	0	0	0	0	0	0
UBE2D1	539	491	502	468	514	358	500	465	532	477	482
TFAM	2378	2141	1890	2478	2554	1487	1728	1859	2762	2365	2536
LOC105378316	0	0	0	0	0	0	0	0	0	0	0
BICC1	1	0	0	0	0	0	0	1	0	0	0
LOC107984234	0	0	0	0	0	0	0	0	0	0	0
FAM133CP	7	2	2	0	1	0	1	3	3	1	4
LINC00844	0	0	0	0	0	0	0	0	0	0	0
LOC102724768	0	0	0	0	0	0	0	0	0	0	0
CCEPR	0	0	0	0	0	0	0	0	0	0	0
PHYHIPL	0	0	0	1	0	0	0	0	0	0	0
FAM13C	0	0	1	0	0	0	0	0	0	0	0
LOC102724778	0	0	0	0	0	0	0	0	0	0	0
LOC107984235	0	0	0	0	0	0	0	0	0	0	0
LOC105378318	0	0	0	0	0	0	0	0	0	0	0
LOC105378319	0	0	0	0	0	0	0	0	0	0	0
SLC16A9	133	109	122	121	142	118	112	163	129	123	136
MRLN	0	0	0	1	1	0	0	0	0	0	0
CCDC6	2309	2045	1930	1984	2135	1718	1997	2157	2258	2006	2143
LINC01553	0	0	0	0	0	0	0	0	0	0	0
ANK3	92	60	55	0	0	2	1	1	0	1	2
LOC107987153	1	0	0	0	0	0	0	0	0	0	0
LOC107984292	0	0	0	0	0	0	0	0	1	0	0
ANK3-DT	0	0	0	0	0	0	0	0	0	0	0
CDK1	2475	2074	2052	2845	3030	1360	1635	1774	3105	2758	2980
RHOBTB1	1	0	6	2	2	3	2	2	5	0	2
LOC107984236	0	0	0	0	0	0	0	0	0	0	0
LINC00845	0	0	0	0	0	0	0	0	0	0	0
LOC105378323	0	0	0	0	0	0	0	0	0	0	0
TMEM26	0	0	0	0	0	0	0	0	0	0	0
TMEM26-AS1	0	0	0	0	0	0	0	0	0	0	0
CABCOCO1	0	0	0	0	0	0	0	0	0	0	0
LINC02625	0	0	0	0	0	0	0	0	0	0	0
ARID5B	0	0	0	0	0	0	3	1	4	1	0
RTKN2	0	0	0	0	0	0	0	0	0	0	0
LOC105378326	0	0	0	0	0	0	0	0	0	0	0
LINC02621	0	0	0	0	0	0	0	0	0	0	0
LOC283045	0	0	0	0	0	0	0	0	0	0	0
ZNF365	0	0	0	0	0	0	0	0	0	0	0
LOC105378327	0	0	0	0	0	0	0	0	0	0	0
ADO	799	619	637	642	712	522	585	614	652	621	674
EGR2	6	7	6	5	12	11	11	5	4	8	7
LOC107984012	0	0	0	0	0	0	0	0	0	0	0
LOC105378328	0	1	0	0	0	1	0	0	0	0	0
NRBF2	471	421	376	411	412	432	502	460	477	472	462
JMJD1C	1218	1132	1000	990	1140	1100	1189	1260	1258	1144	1150
MIR1296	1	0	0	0	0	0	1	0	0	0	0
JMJD1C-AS2	0	0	0	0	0	0	0	0	0	0	0
JMJD1C-AS1	9	6	5	12	12	30	19	20	17	18	12
REEP3	1018	1007	822	939	1068	990	1140	1344	1294	1152	1240
LOC105378329	2	1	0	1	1	0	0	6	3	1	1
LOC101929846	0	3	3	4	0	2	3	2	2	4	5
LOC107984238	0	0	0	0	0	0	1	0	0	0	0
LOC101928859	0	0	0	0	0	0	0	0	0	0	0
LOC105378333	0	0	0	0	0	0	0	0	0	0	0
LOC105378335	0	0	0	0	0	0	0	0	0	0	0
LOC107984239	0	0	0	0	0	0	0	0	0	0	0
LOC105378336	0	0	0	0	0	0	0	0	0	0	0
ANXA2P3	0	0	0	0	0	0	0	0	0	0	0
LINC02671	0	0	0	0	0	0	0	0	0	0	0
LOC102724863	0	0	0	0	0	0	0	0	0	0	0
LOC105378337	0	0	0	0	0	0	0	0	0	0	0
LINC01515	2	3	6	5	7	4	4	6	5	4	2
LOC105378338	0	0	0	0	0	0	0	0	0	0	0
LOC105378339	0	0	0	0	0	0	0	0	0	0	0
CTNNA3	0	2	0	0	0	2	0	0	0	0	0
LOC105378340	0	0	0	0	0	0	0	0	0	0	0
LOC101928961	0	0	0	0	0	0	0	0	0	0	0
LRRTM3	0	0	0	0	0	0	1	0	0	0	0
MIR7151	0	0	0	0	0	0	0	0	0	0	0
TRS-TGA1-1	0	0	0	0	0	0	0	0	0	0	0
DNAJC12	11	7	3	3	2	7	3	2	3	1	1
SIRT1	1153	1029	998	1088	1272	1146	1295	1407	1372	1193	1378
HERC4	2628	2365	2079	3275	3620	3234	3741	3908	3747	3376	3507
POU5F1P5	3	2	1	4	2	7	7	5	15	1	2
MYPN	3433	3007	2850	3510	4001	6393	6874	6947	4635	4274	4505
LOC107984240	10	9	8	6	7	9	16	11	15	5	9
ATOH7	10	5	8	9	9	9	12	13	7	16	7
LINC02640	0	0	0	0	0	0	0	4	0	1	1
PBLD	54	44	30	52	61	112	113	96	67	90	80
HNRNPH3	4464	3828	3660	4042	4436	3363	3843	3820	4305	3896	4231
RUFY2	1495	1317	1196	1344	1457	1179	1281	1337	1441	1316	1412
DNA2	762	637	634	827	833	513	609	599	830	841	916
SLC25A16	463	437	330	376	484	422	518	553	466	471	414
TET1	109	87	95	140	162	216	216	245	197	158	191
CCAR1	2681	2230	2137	2490	2774	2323	2616	2960	2868	2550	2733
SNORD98	5	6	4	7	2	4	5	6	4	7	11
STOX1	38	55	36	39	46	35	46	51	48	68	51
DDX50	1769	1481	1383	1428	1451	1125	1274	1239	1533	1402	1441
DDX21	9729	8484	7745	7582	7737	4005	4746	5330	7129	6524	6722
KIFBP	1003	948	841	1028	1157	898	1081	1057	1290	1157	1246
LOC105378342	3	0	0	1	0	0	0	0	2	1	0
SRGN	11318	9955	9032	8095	8395	4242	5037	5022	7949	6858	7309
VPS26A	3449	3020	2824	3114	3504	2608	3072	3555	3755	3388	3364
SUPV3L1	1740	1494	1382	1426	1563	960	1173	1192	1323	1185	1281
LOC101928994	2	1	5	9	8	6	8	4	3	11	7
HKDC1	1781	1486	1565	2506	2648	1683	1805	1685	2269	2349	2320
HK1	4939	4177	4022	3829	3945	3525	3797	3279	4014	3886	4021
TACR2	4	3	6	5	5	6	8	4	8	3	5
TSPAN15	480	452	399	392	439	460	511	436	451	452	459
LOC105378345	0	0	0	0	0	0	0	0	0	0	0
NEUROG3	0	0	0	0	0	0	0	0	0	0	0
LOC101929021	0	0	0	0	0	0	0	0	0	0	0
FAM241B	134	122	136	133	133	139	161	135	151	137	148
LINC02651	0	0	0	0	0	0	0	0	0	1	0
COL13A1	47	33	31	7	34	8	13	11	12	21	17
LOC105378347	0	0	0	0	0	0	0	0	0	0	0
LOC107984242	9	8	4	7	4	2	2	2	3	3	1
LINC02636	6	3	6	2	1	4	7	8	2	4	3
MACROH2A2	610	458	442	325	391	477	474	433	387	370	381
AIFM2	741	639	619	577	601	609	588	529	611	584	616
TYSND1	1205	1044	1056	1282	1333	1882	1990	1657	1357	1446	1404
SAR1A	2297	1943	1787	2737	2877	2529	2786	2896	2892	2553	2850
PPA1	4530	3888	3670	4507	4767	3663	4132	4149	4422	4084	4365
NPFFR1	0	0	0	0	2	0	0	0	0	0	0
LRRC20	235	204	190	148	141	161	167	118	140	127	147
EIF4EBP2	3276	2836	2562	2943	3414	2563	2892	2982	3218	2951	3144
NODAL	13	14	13	24	14	35	36	17	14	6	23
PALD1	1803	1465	1392	1330	1391	1301	1370	1223	1351	1302	1433
